"reviewer","authortype","logsales_10wk_cor","logsales_total_cor","rev_sd","rev_median","median_logsale_total","median_logsale_10wk","numscore"
"imthenoob","user",0.307540402796817,0.278267782750318,2.68710119283082,5,13.6241490083911,12.3550836814512,40
"GameCube Europe","critic",0.307450581406981,0.451549801286358,1.34252782182752,8,12.4292201968364,10.4890773616723,15
"FrozenStar90","user",0.307305183320699,0.269351996523822,1.57181049598675,9,14.0012931672147,13.0189551624633,17
"Modojo","critic",0.306935385844294,0.341677992732681,1.87719816347408,6,12.3236131532503,10.60984878658,529
"MattP.","user",0.30464282971421,0.339190856884379,2.67649703224875,8,13.7746896051101,12.4821653195912,11
"n-Revolution Magazine UK","critic",0.304619395236976,0.242597189327595,1.57470348897021,7.05,12.9945322786191,11.2812707966376,186
"AlexC","user",0.304391839842858,0.364053796202738,1.90692517849118,9,14.0520109184526,12.7514903212462,12
"ChristopherS.","user",0.302987321933726,-0.00484762001360937,1.50213523239762,9,13.830388022284,12.1027285894335,13
"raefon","user",0.301090603509986,0.390561813805617,2.33464118239815,2.5,12.899222326087,10.9691805655581,14
"netjak","critic",0.300561277436751,0.311121316540743,1.84599345400507,7.1,13.3847291803322,11.6446640013881,151
"ChrisB.","user",0.299838453590529,0.19518139392677,3.90006747579955,9,14.0904671873816,12.6232820995763,19
"Keoki","user",0.299364944297082,0.356255471822668,3.45972498469126,4,14.4032977784218,13.7053183886443,12
"GamesBeat","critic",0.296383702604201,0.28401779537279,1.55944372395805,7.9,12.8212609873195,12.0480256448956,113
"timbers_WSU","user",0.294541534380523,0.330776239180211,3.00914357499689,8.5,12.6359361161409,11.6255926773689,14
"TonyG.","user",0.291584534260443,0.26328616952698,3.33821359199426,9,12.6115410869661,11.1593457259388,38
"7dogguy","user",0.29105194230765,-0.0247568798958984,1.44947756853112,8,14.0616078962169,12.3760034776899,29
"Pocket Gamer UK","critic",0.290790142437924,0.307245695090078,1.61093094505278,7,12.4292201968364,10.5511927076495,799
"detroithardcore","user",0.289588198562366,0.343870936910887,0.966091783079296,7.5,13.5860788734572,11.6581941361882,10
"Zzman","user",0.289479135039991,0.0517527102096239,1.92230020944651,8,13.1548845245175,11.2843802749626,15
"Xborn74","user",0.284883014149082,0.354479879307394,1.62235617970296,7,11.9380075535641,11.1760318079638,73
"Polygon","critic",0.28467152245711,0.266774299130576,1.8194776457843,7,12.6914651817561,11.9606346381155,96
"NickB.","user",0.283999171170225,0.319033891086248,1.58591329136934,8,13.1181477356114,11.1947335417823,32
"MarkD","user",0.283269999007427,0.121575375381173,1.92117388356939,8,14.1694060355653,12.2472827793715,11
"diehard-gamer","user",0.282294143490609,0.372873650460802,2.33973480855395,9,12.8274316674751,11.8960608061379,13
"Zorgly","user",0.2816808492458,0.317911682359475,2.57645012334709,8,14.5533385678972,12.6767119099086,15
"Cartteros","user",0.281640442159081,-0.066761536684245,2.2962419891482,9,13.5923682566493,12.4241714936996,12
"TobyO.","user",0.28060195569536,0.137120762719942,1.58113883008419,6.5,12.7938620882062,10.9217751493324,10
"BryanM.","user",0.27768755032234,0.209223187231571,2.68921242046622,6,13.0170050839663,11.5977536271465,38
"iamtrent424","user",0.274424563087402,0.40905286252979,1.74945879077104,9,13.1993262703906,11.5603337223652,12
"PSM2 Magazine UK","critic",0.272558493390819,0.0868649314521645,1.39069568301574,7.2,11.8494048444231,10.2629436255477,30
"DeVr33z","user",0.272514453390681,0.180716938060878,1.5327674690187,8,14.9723920692217,13.5890201622092,34
"Zentendo","critic",0.2718626241702,0.286867397592373,1.54959088819689,7,12.9945322786191,11.2812707966376,227
"RezzaDee","user",0.270585155036474,0.131674258509356,3.62236641734909,9.5,13.928840136128,12.4720266131431,26
"Mattaclysm","user",0.27027289956224,0.296260655758229,3.64869033715806,7,13.4870078798802,11.9130697760439,51
"NTSC-uk","critic",0.265375012403577,0.2877904855269,1.78618391354252,7,13.180634172319,11.572075497557,294
"Wormoid","user",0.263652002855522,0.207814740205991,1.70262289752687,8,12.9353825696677,11.0920764705819,31
"Weekly Famitsu","critic",0.263271688257983,0.44274738788597,1.11667022032128,8.3,12.9581137328043,11.3572406359847,15
"ZexenVatenkeist","user",0.261937048857216,0.374892200549321,1.79778367547123,7,14.4467828667209,12.8611596392656,18
"dharma","user",0.261549687253414,0.360334754531378,1.64012194668567,7,13.0147779187122,11.8542378182703,25
"evanbiddulph","user",0.260069943034211,0.373620787151671,2.57645012334709,10,14.5502080027942,12.7237610024715,15
"Susano","user",0.259597559767583,0.296503565504467,1.63512547157142,8,14.1375947817708,12.1231148598089,42
"DjFIL","user",0.259149133167325,0.110452559057103,1.22279928657082,8,12.3883983689821,10.9217751493324,15
"Review9","user",0.259111406828108,0.322581424762826,1.59963231069261,8,14.9723920692217,13.9806715441544,17
"Dyskresiac","user",0.256652413769806,0.369880665554441,2.91107522650291,9,13.1615860136327,11.9882586170457,13
"dmonee","user",0.255477978044525,0.38691580174363,1.80810142669895,9,14.0143622363812,12.9204087469392,13
"yolandivisser","user",0.254146569940553,0.156540172476862,1.93814608747903,9,12.899222326087,11.2385017770766,13
"JohnM.","user",0.253949698679662,0.343667267159491,2.89919006453579,8,13.4730216574672,11.9234112815353,33
"hit925","user",0.251151104674126,0.122380552655336,2.67064653991809,9,15.1151862685226,13.1194960632994,17
"darkwraith","user",0.248662530484794,0.398146147955006,1.07308673997732,8,12.7367038377645,11.2228672383655,34
"Mark","user",0.248079174410956,0.275616120243267,3.90415474109624,9,13.686450074962,12.4341311610628,12
"MiOdd","user",0.247356702786182,0.247007589694684,1.47357679522601,7,13.0122916742801,11.5026238076238,15
"diamond_dave","user",0.244877093855675,0.16697116182443,2.3598778716331,7,13.6636059960844,12.4323120989817,55
"LittleMeow","user",0.243180956497601,0.201522196532574,0.792961461098759,8,13.7321300359812,12.7292496756551,12
"DWlubu1998","user",0.240679445722517,0.171313160625314,2.56896226121893,7,12.6741224623653,11.2726730056491,22
"Alexwise","user",0.240100614648015,0.235332014300266,1.94212152223545,9,13.5476110602907,10.9290715978339,34
"TheChaser1985","user",0.239538284668678,0.305423640758287,1.55379719213471,7,14.4032977784218,13.2190435274616,21
"RedXIII","user",0.23581380769884,0.154390008066066,1.63216653909337,8,14.1375947817708,12.030259860649,39
"Tranquilbez22","user",0.235773373478855,0.395105599770461,1.78670302297491,8,13.5076039997587,12.1399674113727,14
"dupplawt","user",0.235195363085689,0.286334215791303,2.19808529119514,6,14.6397730259054,13.0970054049667,20
"Jbrizzy","user",0.233828003650734,0.167332702555515,3.45884899404937,3,13.1586186573196,11.6939028218561,11
"AnonymousMC","user",0.233062156241508,0.250036570863112,3.18711508312006,9,13.9421343866036,12.3432618541786,259
"JamesC.","user",0.232640038787218,0.286380402458038,3.95071982485508,9,13.9015208076031,11.6654199498541,19
"Sonicphoto","user",0.232377179535007,0.228606481145832,1.10023920844036,8,13.6762496400554,11.9587964810466,19
"xXAnthonyXx","user",0.231567423895747,0.279019170214016,4.02906109823782,9,14.0701535515314,12.8851792164403,10
"guest1321","user",0.230201868133168,0.156128329945433,1.42427926635594,7,13.1421679654829,11.700897693273,15
"Kirisoul","user",0.228338904789315,0.184085846702509,1.46680440124618,9.5,13.2532394775415,11.7958144447189,12
"Higher_Standard","user",0.225546095707167,0.0633690238168971,2.85623926987891,6,14.3102074095563,13.2190435274616,23
"Sly101","user",0.224420101365379,0.028825710489799,1.66332999331662,7,13.7429409403977,11.8038248562967,10
"PSX Nation","critic",0.222996856692732,0.357599949951963,1.06072949370871,7.9,12.9718131823609,11.3606997581785,17
"JasonH.","user",0.220723960656101,0.27312502462551,3.09595983828302,8,13.3212158754924,11.6233391916246,18
"FPSMaster","user",0.218457238149007,0.193991622849455,1.34001946773659,7,13.5856039656411,12.0653322544997,46
"rathowreck","user",0.217632041656599,0.394744450868938,1.59311383645565,6,13.8516718701489,12.3351574244789,19
"wesker2012","user",0.216341278242332,0.175228934248145,1.53559987336567,6,13.3691029330001,11.9094093420388,73
"Subject98","user",0.214343155904935,0.373843219528095,3.21909507461572,8,12.4292201968364,11.1145054815887,19
"GameCritics","critic",0.214129536511827,0.254002949046842,1.94445346497263,7,12.8735757446825,11.3747142687513,547
"KDep","user",0.211731092375316,0.0409493148860044,2.24179415327122,8,13.3847291803322,11.9583161659507,13
"Anonymous","user",0.211646396896653,0.23586952065617,3.67459270926008,7,13.5923682566493,12.1026331810003,20
"PSX-Sense.nl","critic",0.211167772123512,0.300952813593578,1.30348657014598,8,12.676079399771,11.4613479196609,77
"SimonG.","user",0.209713474770659,0.146849645344854,1.99039583483352,7,14.1006902520774,11.9436813806982,34
"RyanS","user",0.206670500806764,0.151447588934421,0.974961255922229,9,14.0701535515314,12.2903034937634,14
"iBash","user",0.206134599333681,0.282465893415541,2.43167503549732,7,13.0760884927837,11.2372709519023,24
"FredB.","user",0.205792342431447,0.164686512924375,3.72705099118715,4,14.2951862912367,12.7611339837411,11
"Isaac","user",0.205267744109128,0.234999058259012,1.3451854182691,8,13.8642563210698,11.9260933961938,15
"BonusStage","critic",0.203971754979561,0.247131022145693,0.839389200366479,8.5,12.5425484535736,10.99038144825,85
"TylerH","user",0.202808427667355,0.212258704064914,3.59292233552173,3.5,14.4252766730633,13.3118889230468,12
"[anonymous]","user",0.202582112090438,0.162848038684254,2.76662624494542,9,13.8831701410171,12.138398546937,56
"IanI.","user",0.201413112437551,0.275706474214351,3.48798049093431,6,13.9890054917809,11.7989521742664,23
"PaulM.","user",0.200561358283289,0.222079737768991,3.56328074910885,9,14.0386229435075,11.9519842615921,12
"Inuit_Dude","user",0.20047907606909,0.131107708762986,3.22914052827697,5,13.8690410419991,12.2654098358753,68
"colonelfrost","user",0.200227292342217,0.160953740099253,1.42062726222673,9,12.2781274711859,11.1424742633671,11
"Quarter to Three","critic",0.197532918594823,0.246548147261117,2.47014099125755,6,13.235693848424,12.1722831565408,53
"LukeM.","user",0.193068007622237,0.104924827565224,4.38178046004133,10,13.768685960463,11.96993547966,11
"LeyendaV","user",0.189757292483928,0.286920340109761,1.45465766387212,7,14.0386549092782,11.8900871158948,107
"Teliiii","user",0.188427097481531,0.0341629651782087,1.33944676902773,9,15.5500944901526,13.5814094913358,18
"BlogDog123","user",0.187706188127333,0.0885163452015529,2.31404456739429,9,13.9893234527466,12.4817764217786,60
"crazydangerous","user",0.186907756534019,0.258372735089957,1.94513490111863,8,13.0170050839663,11.893701627148,22
"thebrock","user",0.186251081541774,0.219863212179583,1.98826969354487,6,13.3847291803322,11.4627578525544,19
"RyanH.","user",0.185254942063249,0.515645757345219,2.85720779146991,10,13.8924725250259,12.0678732317711,11
"Makaveli","user",0.185133684589877,0.115378669417169,2.16794833886788,7,13.3635780446178,12.4026551361554,21
"JamesD.","user",0.183952451595403,0.26543729073977,3.01846171271247,9.5,13.9388633995651,11.979072933547,10
"Game Power Australia","critic",0.183108911280953,-0.0727616900108976,0.970339343507436,8.5,13.2337769680432,11.703791293308,22
"KAS--Will","user",0.18273875250716,0.40187271014231,2.31431644466797,7.5,13.8480307305661,12.9027939816897,12
"TheOnlineGamer","user",0.179950470322937,0.199997754416752,2.10683060018256,10,13.928840136128,12.7498493694359,23
"metascore_user","user",0.179073606124195,0.183283599905702,1.65369675597704,7.5,12.6443308022626,10.8326747661453,929
"Sh0dan","user",0.177855372914268,0.309887254287865,2.8491484796029,6.5,14.1229959930061,13.1175015779874,18
"SamF.","user",0.175428606089399,0.11983515484477,3.27617663341483,8,13.8643016745142,12.1624864173673,16
"DaveM.","user",0.174873138923775,0.0349342954757204,2.95145914949049,9,13.3237624615641,11.8387256705513,10
"Games Radar","critic",0.173416773808238,0.322097525185912,1.78020152655836,8,12.5061809416774,10.885004069328,59
"MiguelG.","user",0.172749190107127,0.296952272918633,3.10004743796721,9,13.3660410959598,11.5925192168232,17
"PeterC.","user",0.170001166523116,0.18822165464417,2.3259957889593,7,13.7283349596294,11.8165043056806,13
"Justin","user",0.169073123786987,0.0649785364854974,4.37416658728647,9,13.4149230884462,11.8129721202917,16
"Aaace5","user",0.16882839867354,0.31344279870713,1.70218562367208,7,13.1545098166411,11.6317864342256,13
"Matt","user",0.167215758388466,0.18334119145875,2.32032407063851,9,13.9026561745713,12.006077832719,47
"EpicJake12","user",0.166724001104078,0.466510923160681,0.699205898780101,9.5,12.1547846142867,11.4048167319757,10
"SwoopTrust","user",0.166475084979347,0.0691986021536674,3.77352271547562,9,13.4315766816542,11.6946949593256,20
"FriedConsole","user",0.16406445089421,0.491011326267136,2.25911566848703,7,12.1547846142867,10.3067502370891,37
"skeletonking123","user",0.162278139927815,0.131075967504348,1.92216982655156,9,13.1615860136327,11.3494884671178,20
"potatoes351","user",0.158546216223119,-0.0127181060643246,1.12546286774228,9,13.9725151614744,12.4059680405246,16
"JamesA.","user",0.15590303906907,0.244722705386038,2.44425018653144,9,13.5923682566493,11.864145558226,13
"AdamD.","user",0.153998651797618,0.208723354179632,2.52341971515314,9,13.7101511534169,12.4052513193906,17
"ChrisD.","user",0.15119155583265,0.181518536635817,1.26491106406735,9,13.641158361295,12.4541975482335,16
"Ryencoke","user",0.150791419289136,0.154561521276819,4.14445057736671,6.5,14.2075533214157,12.0852713093843,18
"JDnator","user",0.14925773502088,0.205798920924176,1.39268102577742,10,12.8079368077555,10.7272741865611,14
"zotune","user",0.147285253730144,0.0504818056421744,0.94112394811432,7,14.5135962714209,13.0261061812043,15
"Gaming Illustrated","critic",0.144342606220672,0.29732554021365,1.0036865843389,8.4,13.2170137832571,11.5247798686937,42
"SamJ.","user",0.140959420994855,0.294399920552775,3.71587032977367,9.5,14.3102074095563,12.879384398256,14
"BubblegumImp","user",0.139598371768262,0.233961770424522,0.802307596244481,8,13.9639314251511,12.8257454992946,35
"Miz3k","user",0.139122622431286,0.352714205759827,3.35757849250518,8,13.0815434662152,11.2802617402719,25
"BobS.","user",0.138987258818906,0.208970082725606,3.0221405217715,9,13.7842014096568,11.9409289126746,21
"Schuback","user",0.137125256388204,0.615021781831055,2.73446022594455,5.5,13.7997662409299,11.8509051997907,12
"sebcheats","user",0.135029387579155,0.122346489288206,1.79065675463033,9,14.0222280103347,11.9750700369318,31
"EMelo01","user",0.127288063053957,0.269300334945249,1.46216655497339,8,14.1156158911551,12.8029594449875,29
"ChrisC.","user",0.12613196585164,-0.0026980476566117,2.25863881029312,10,13.641158361295,11.625548544253,24
"DavidH.","user",0.125392160101982,0.148758178043831,1.27186754767292,9,13.4730216574672,11.8948421389994,17
"AdamB.","user",0.124563850555067,0.161134352142761,1.63625789577249,8,13.5144068165308,12.3412414468691,29
"ChrisL.","user",0.123135453891542,0.182878489943052,2.87491765362967,9.5,14.0701535515314,11.8390442895119,12
"MarkW.","user",0.120661275615394,0.179003488940677,2.09262633246365,9,13.7850523814069,12.006077832719,18
"MattB","user",0.118801871280228,0.0633105713208684,2.65945995885016,8,14.2147151258949,13.0338046055838,11
"Gamers\' Temple","critic",0.118302417401055,0.177737458813729,1.98359942192638,7.9,12.4292201968364,11.1145054815887,16
"JasonL.","user",0.117236809435899,-0.283429551556967,2.34677500863983,8,13.5008011829866,12.0109636771728,17
"spadenx","user",0.11722109543904,0.212218418942503,1.7464249196573,5.5,13.8810256321495,12.4656997458579,16
"JimB.","user",0.114089582953691,0.23701711677363,3.20416395751944,8,13.458837042596,11.3786395020148,15
"MegWhiteley","user",0.113479364973779,0.115923275144623,3.63423410099985,9,11.7752974217158,10.6444482300051,170
"seieko_pherdo","user",0.103501684948897,0.425407189776478,1.99357943768463,6,12.4684407561441,10.8996055842698,13
"IanC.","user",0.103039793593323,0.114619839804721,4.16606056197706,7.5,13.6170608387519,12.1832440445902,12
"MikeM.","user",0.102582221043863,0.326432805577864,3.07069481822383,7.5,13.8893765715329,12.3285189599651,16
"namDa65","user",0.101905761414725,0.336310182625917,1.82279473478538,8,13.5140414539656,11.821874518238,31
"ImUnavailable","user",0.100359037596333,0.347698923730043,1.53527742794537,8,14.0544972448618,12.2204754615814,47
"Madmaz","user",0.0987185580745489,0.0710911489512978,2.62063992627534,7.5,13.5541470925303,11.6781357909807,24
"DavidS.","user",0.0971303562876283,0.227094173887738,2.89386573193348,9,13.3212158754924,11.944597485692,22
"MattB.","user",0.0952342799797779,0.177129294556262,2.34843597212092,8.5,13.8450703310791,11.5437068205597,12
"metatcn","user",0.09403720828346,0.10562684445498,1.82878222991269,8.5,12.8788114329931,11.7458763735602,10
"SKULLbrgr7","user",0.0891244554484408,0.121037297788473,1.54954796669832,8,13.2198195404121,12.2644350036471,14
"NickM.","user",0.0881374839485466,0.117072440718076,1.48064435037847,8,13.5135843749988,12.077180709391,13
"JohnDoe","user",0.0868010905563328,0.0673294741419325,3.9496835316263,7,13.2533933941952,12.070378916741,10
"Tubie","user",0.0856556411253987,0.00701771822129542,1.8385301837922,9,14.5354286089549,12.6318880652852,46
"MikeH.","user",0.0836103015341895,0.0932214228059012,1.26730446462585,10,14.518118226775,13.234138957254,12
"Kenmei","user",0.0799175809606062,0.156189393565521,2.45325529418802,8,13.3842555847857,12.0091841393488,26
"MrRPG","user",0.0795208813853851,-0.0103030080522031,2.0976176963403,7,13.4150344839033,11.7224811174957,11
"DJT","user",0.0780329670948104,0.14932768341467,2.19748660255781,9,13.4261595594499,11.8462116517966,20
"BloonsM","user",0.0774282258127488,0.242074681361273,3.36269122990683,9,13.0604901013436,11.7631937907211,13
"Operation Sports","critic",0.0766843305109123,0.118386455390671,1.4400241205574,8,12.5776396502326,11.4110588385667,85
"TomW.","user",0.0764723646304974,0.198266162210226,3.44581287559646,8,13.3702006492209,11.9896380836361,14
"HaVoK308","user",0.0763977134636864,0.0713893252718243,3.44802681092953,10,13.5008011829866,12.8129290984613,28
"Nick","user",0.0762630575360224,-0.111984270761902,1.47255595908325,9,13.7079239832026,11.7607217089774,20
"Reviewer","user",0.0760014915494399,0.151256211548312,2.72564976962681,8,13.3998818321178,12.0321623936443,16
"WitoRIT92","user",0.0736135454584798,0.431212214617201,1.63639169448448,8,13.6245154274232,11.8511833945264,10
"JeffA.","user",0.0722414035902204,0.294444953569205,3.77581206586832,10,13.3452204466635,11.8539529857762,37
"Mike","user",0.0711683433956076,0.152711620341163,2.70222025416033,8,13.5135843749988,12.0577893418765,27
"Limpert","user",0.0688317347550297,0.298784234530096,1.83787316694536,9,13.6762496400554,12.3161057277265,10
"Dezuuu","user",0.0673659842302817,-0.0326070978129373,1.399692746622,8,13.6291821845913,11.6062063143484,31
"RavenX301","user",0.0655981056215306,0.227932292391235,3.21282153600573,8,13.029682643083,11.5855871023087,10
"Mako5","user",0.0655070626871733,-0.195938392545674,2.22111083319436,7,14.6699172577074,13.042033941079,10
"Alpha-Six","user",0.0644156374549154,0.197012235780919,3.24270743594786,8.5,14.266404217975,12.4824198816419,12
"Maxim Online","critic",0.0614895308924521,0.24373708677304,1.43969693780576,8,12.9078966329693,11.742600532098,11
"CowBear","user",0.0611968734919624,0.600236322681662,1.03572548135463,9,12.4292201968364,10.8282820249015,11
"Travis","user",0.0608521797779249,-0.240966905182892,3.25475138734229,9,13.5318139019059,12.0158802216012,14
"Stuff","critic",0.0608336111061834,0.0851455088947469,1.57306612608531,8.5,13.0380378724172,11.6456493959231,28
"AndrewC.","user",0.0592807601769645,0.0765678826805524,1.72867119301713,8,13.8924725250259,11.733722264816,19
"SalarymanDaishi","user",0.057872749941167,0.14596680331223,1.64169324027258,7,13.235693848424,10.9745402059627,27
"THE_COCONUT_MAN","user",0.0573457699181342,0.0431906272386691,3.07059789431495,4,12.7314866922057,11.5738113291542,15
"DarrenZ.","user",0.0556033487000841,0.0175500971967715,1.23145585242976,8.5,13.180634172319,11.4944763213017,14
"nonnikchief","user",0.0529233714063162,0.113484493266353,1.50639661750509,9,13.5670504807162,11.901461413417,14
"Xenous","user",0.051957091837411,0.0511097780066928,1.53432938662683,8,14.5036456992131,12.9376710124644,33
"ChrisP.","user",0.0499638050626848,0.230356292700938,3.29239567504359,9,14.1661681338025,12.0307902555673,18
"KnucklesChaotix","user",0.0482566947967744,0.213969813568376,1.09192842819834,9,13.2068146219844,11.542270927143,13
"Leigh28","user",0.0448055116336213,0.19872889558578,1.4978617237882,8,12.043559598368,10.8546626862638,13
"John","user",0.0446084310686039,-0.208389696925883,3.62769529593834,9,14.0701535515314,12.2968224425782,22
"davenbettridge","user",0.0433844334922666,0.326923011875339,1.43733575268066,8,16.2699580861782,15.1087190386908,14
"ShootTheZombie","user",0.0427490843468468,-0.0664231183918985,1.33711584684304,9,12.541910295955,11.6415087572289,12
"NathanH.","user",0.0426955655488113,-0.220347816282156,3.23350515007407,7.5,13.7342521814501,11.9734696858086,10
"DavidW.","user",0.0361835554406809,-0.0414144437920045,3.31548250522066,9,13.7842014096568,12.1525026506219,12
"Alex","user",0.0342474751899516,0.130170350412473,2.53662685597461,8,13.9894647054235,12.5132521516525,32
"Syriamn","user",0.0336238915956231,0.189643764863459,2.20293921306753,7,13.8643016745142,11.9161747867026,18
"helena23","user",0.0305117134228692,-0.0279531195920673,1.00524937990007,9,13.180634172319,11.7011876744263,20
"Reaperville","user",0.029788568581806,0.0248046635527694,1.45296631451356,8,13.8643016745142,11.9130697760439,19
"StopScamminUs","user",0.0297633290593173,0.012584252844553,1.75444523370725,7,13.8546860027967,12.4185702077431,37
"mobius","user",0.0287789060506016,0.0939864364962652,1.2862913567872,10,13.6989778653032,12.0109636771728,11
"KarlM.","user",0.0285514521738904,-0.0391205541632146,2.91356978445495,4.5,12.3013873707787,11.2263009360867,10
"JamesM.","user",0.0270469908987705,-0.02878643309127,3.4709680274556,9,13.825461878916,12.1230388022006,21
"Kadeemluvmusic","user",0.0265914499086332,0.387574292802396,3.36233001918234,6.5,12.4957857046788,11.059592559772,20
"JohnM","user",0.0256256549788582,-0.166105949076026,3.05876782480472,8.5,14.3223287627422,12.4821653195912,12
"Jobadkins","user",0.0247249356941598,0.0691001846651347,1.73336845767011,10,13.623268426256,12.5364189816563,73
"Metakev","user",0.0237539880770088,0.0409111860948971,3.45768066130398,6.5,12.3883983689821,10.8282820249015,10
"Pelaaja (Finland)","critic",0.0222082523483029,0.0971707953000041,1.77720610466584,6,12.4677005692569,10.6805634514687,26
"RowanF","user",0.0216914681735636,0.0381492706436457,2.67004993711104,7,14.9987694543875,13.9469573795114,16
"JohnG.","user",0.0210548899869722,0.0302126395880012,3.08957190326662,9,13.2786012246931,12.1300287484229,12
"OXIDE","user",0.0178003826879104,0.193629168905206,2.42687162461325,9,15.0954406198986,13.3675028873147,17
"hydeks","user",0.0175699875929796,-0.0171222707815733,1.31137217055151,9,13.9552733699043,12.1250415328787,12
"Toneboat923","user",0.0156172283803647,0.00246500496593582,4.99924236684162,4.5,14.288630125905,13.1571428913487,12
"Tokyochuchu","user",0.0146855411029027,-0.00781237348053371,2.25946932629542,7,14.0143286421876,12.0111198213034,59
"kitsoon","user",0.014247112661041,-0.0421692434679736,1.60113596038449,8,13.8737359077656,11.7705701360977,11
"WarTornRuston","user",0.0138974844872007,0.110941166462371,3.67299728980421,8,13.1615860136327,11.6483912354789,11
"DaveA.","user",0.0130561404095699,-0.0175757458320659,1.05934990547138,8,13.0122916742801,11.4034124864065,10
"YipManSays","user",0.0102244671648879,0.0668470440226936,1.11921024787453,8,13.353476685668,12.2255222693515,20
"IrishChai","user",0.00943398110668415,0.220116011982767,2.89014552859723,7,13.5625928186601,11.812401741543,18
